predicted_label,predicted_probability,confidence,actual_label,risk_level,education_level,employment_type,no_of_dependents,income_annum,loan_amount,loan_term_years,cibil_score,total_assets,dti_ratio,estimated_monthly_payment,pti_ratio,loan_term_months,feat_no_of_dependents,feat_education,feat_self_employed,feat_income_annum,feat_loan_amount,feat_loan_term,feat_cibil_score,feat_residential_assets_value,feat_commercial_assets_value,feat_luxury_assets_value,feat_bank_asset_value,feat_has_debt
Approved,0.996573,HIGH,Approved,LOW,Graduate,Self-Employed,0,8100000.0,23800000.0,10,794,50400000.0,2.938272,314518.75,0.465954,120,1.353272836013275e-07,0.9999999403953552,1.0,8100000.0,23800000.0,10.0,794.0,5400000.0,15500000.0,20700000.0,8800000.0,8.166215620386552e-11
Approved,0.997047,HIGH,Approved,LOW,Graduate,Self-Employed,3,6800000.0,26900000.0,16,818,58700000.0,3.955882,281347.62,0.496496,192,3.0,0.9999999403953552,1.0,6800000.0,26900000.0,16.0,818.0,14700000.0,10400000.0,26300000.0,7300000.0,8.166215620386552e-11
Approved,0.988286,HIGH,Approved,LOW,Graduate,Salaried,0,2600000.0,8400000.0,18,861,13500001.0,3.230769,83986.87,0.387632,216,1.353272836013275e-07,0.9999999403953552,-1.2926308912142304e-08,2600000.0,8400000.0,18.0,861.0,0.16867469251155853,3500000.0,6200000.5,3800000.0,8.166215620386552e-11
Rejected,0.005982,HIGH,Rejected,HIGH,Graduate,Salaried,5,9600000.0,20700000.0,14,442,75600000.0,2.15625,229397.95,0.286747,168,5.0,0.9999999403953552,-1.2926308912142304e-08,9600000.0,20700000.0,14.0,442.0,25800000.0,9800000.0,31800000.0,8200000.0,8.166215620386552e-11
Approved,0.990936,HIGH,Approved,LOW,Not Graduate,Self-Employed,5,1300000.25,2899999.75,12,669,7800000.0,2.230769,34657.26,0.319913,144,5.0,-1.3684332778041153e-08,1.0,1300000.25,2899999.75,12.0,669.0,399999.65625,1700000.125,3900000.25,1800000.0,8.166215620386552e-11
Rejected,0.003769,HIGH,Rejected,HIGH,Graduate,Salaried,2,4300000.0,10600000.0,18,431,18100000.0,2.465116,105983.42,0.295768,216,2.0,0.9999999403953552,-1.2926308912142304e-08,4300000.0,10600000.0,18.0,431.0,2100000.25,1499999.875,9300000.0,5200000.0,8.166215620386552e-11
Approved,0.995978,HIGH,Approved,LOW,Graduate,Salaried,5,7800000.0,27000000.0,6,728,43400000.0,3.461538,500197.62,0.769535,72,5.0,0.9999999403953552,-1.2926308912142304e-08,7800000.0,27000000.0,6.0,728.0,4400000.0,13100000.0,18500000.0,7400000.0,8.166215620386552e-11
Approved,0.992005,HIGH,Approved,LOW,Not Graduate,Self-Employed,3,7900000.0,21200000.0,18,695,51100000.0,2.683544,211966.84,0.321975,216,3.0,-1.3684332778041153e-08,1.0,7900000.0,21200000.0,18.0,695.0,13800000.0,10600000.0,21800000.0,4900000.0,8.166215620386552e-11
Approved,0.998805,HIGH,Approved,LOW,Graduate,Salaried,5,7900000.0,27800000.0,16,857,63600000.0,3.518988,290760.75,0.441662,192,5.0,0.9999999403953552,-1.2926308912142304e-08,7900000.0,27800000.0,16.0,857.0,23300000.0,12500000.0,17200000.0,10600000.0,8.166215620386552e-11
Approved,0.983447,HIGH,Approved,LOW,Not Graduate,Self-Employed,2,2800000.0,7400000.0,18,666,12100000.0,2.642857,73988.44,0.317093,216,2.0,-1.3684332778041153e-08,1.0,2800000.0,7400000.0,18.0,666.0,100000.171875,2300000.0,6299999.5,3400000.0,8.166215620386552e-11
Rejected,0.002385,HIGH,Rejected,HIGH,Graduate,Self-Employed,0,2000000.0,5200000.0,18,400,9900000.0,2.6,51991.88,0.311951,216,1.353272836013275e-07,0.9999999403953552,1.0,2000000.0,5200000.0,18.0,400.0,1900000.125,1499999.875,5000000.5,1500000.0,8.166215620386552e-11
Rejected,0.027656,HIGH,Rejected,HIGH,Graduate,Self-Employed,0,6200000.0,16200000.0,6,508,36400000.0,2.612903,300118.56,0.580875,72,1.353272836013275e-07,0.9999999403953552,1.0,6200000.0,16200000.0,6.0,508.0,5600000.0,5700000.0,21500000.0,3600000.0,8.166215620386552e-11
Approved,0.832565,HIGH,Approved,LOW,Graduate,Self-Employed,5,4000000.0,8200000.0,2,571,25100000.0,2.05,378388.38,1.135165,24,5.0,0.9999999403953552,1.0,4000000.0,8200000.0,2.000000238418579,571.0,3500000.25,7700000.0,9500000.0,4400000.0,8.166215620386552e-11
Approved,0.946721,HIGH,Approved,LOW,Graduate,Self-Employed,2,7800000.0,27200000.0,18,622,42700000.0,3.48718,271957.5,0.418396,216,2.0,0.9999999403953552,1.0,7800000.0,27200000.0,18.0,622.0,6000000.0,6000000.0,26400000.0,4300000.0,8.166215620386552e-11
Approved,0.979815,HIGH,Approved,LOW,Not Graduate,Salaried,0,1500000.0,3599999.75,14,747,5800000.0,2.4,39895.29,0.319162,168,1.353272836013275e-07,-1.3684332778041153e-08,-1.2926308912142304e-08,1500000.0,3599999.75,14.0,747.0,199999.671875,1400000.125,3000000.25,1200000.0,8.166215620386552e-11
Approved,0.986651,HIGH,Approved,LOW,Not Graduate,Salaried,2,8400000.0,23100000.0,6,689,39000000.0,2.75,427946.84,0.611353,72,2.0,-1.3684332778041153e-08,-1.2926308912142304e-08,8400000.0,23100000.0,6.0,689.0,5700000.0,2500000.25,18900000.0,11900000.0,8.166215620386552e-11
Rejected,0.041183,HIGH,Rejected,HIGH,Not Graduate,Salaried,2,400000.1875,1299999.75,16,507,2200000.25,3.249998,13596.72,0.407902,192,2.0,-1.3684332778041153e-08,-1.2926308912142304e-08,400000.1875,1299999.75,16.0,507.0,199999.671875,199999.890625,1500000.375,300000.21875,8.166215620386552e-11
Rejected,0.001397,HIGH,Rejected,HIGH,Graduate,Salaried,3,3700000.0,13400000.0,18,373,18600000.0,3.621622,133979.06,0.434527,216,3.0,0.9999999403953552,-1.2926308912142304e-08,3700000.0,13400000.0,18.0,373.0,2799999.75,99999.8984375,13200000.0,2500000.0,8.166215620386552e-11
Approved,0.987825,HIGH,Approved,LOW,Not Graduate,Self-Employed,3,2200000.0,4400000.0,2,861,10700000.0,2.0,203037.69,1.107478,24,3.0,-1.3684332778041153e-08,1.0,2200000.0,4400000.0,2.000000238418579,861.0,1300000.125,2600000.0,4500000.5,2300000.0,8.166215620386552e-11
Approved,0.995482,HIGH,Approved,LOW,Graduate,Salaried,5,3900000.0,14900000.0,12,837,19600000.0,3.820513,178066.66,0.547897,144,5.0,0.9999999403953552,-1.2926308912142304e-08,3900000.0,14900000.0,12.0,837.0,1100000.125,499999.90625,14400000.0,3600000.0,8.166215620386552e-11
Rejected,0.0764,HIGH,Rejected,HIGH,Graduate,Salaried,1,6400000.0,21500000.0,6,489,32700000.0,3.359375,398305.53,0.746823,72,1.0,0.9999999403953552,-1.2926308912142304e-08,6400000.0,21500000.0,6.0,489.0,1599999.625,4600000.0,17600000.0,8900000.0,8.166215620386552e-11
Approved,0.996672,HIGH,Approved,LOW,Graduate,Salaried,2,1900000.0,4500000.0,6,805,12400000.0,2.368421,83366.26,0.526524,72,2.0,0.9999999403953552,-1.2926308912142304e-08,1900000.0,4500000.0,6.0,805.0,2200000.25,3100000.0,4800000.5,2300000.0,8.166215620386552e-11
Approved,0.971675,HIGH,Approved,LOW,Not Graduate,Salaried,5,7400000.0,21000000.0,4,561,55400000.0,2.837838,532614.25,0.863699,48,5.0,-1.3684332778041153e-08,-1.2926308912142304e-08,7400000.0,21000000.0,4.0,561.0,21300000.0,3800000.0,26400000.0,3900000.0,8.166215620386552e-11
Rejected,0.006367,HIGH,Rejected,HIGH,Graduate,Salaried,4,3600000.0,12400000.0,14,427,24500000.0,3.444444,137417.12,0.458057,168,4.0,0.9999999403953552,-1.2926308912142304e-08,3600000.0,12400000.0,14.0,427.0,10400000.0,2400000.0,9100000.0,2600000.0,8.166215620386552e-11
Approved,0.829921,HIGH,Approved,LOW,Not Graduate,Salaried,4,1600000.0,5500000.0,10,577,7100000.0,3.4375,72682.9,0.545122,120,4.0,-1.3684332778041153e-08,-1.2926308912142304e-08,1600000.0,5500000.0,10.0,577.0,399999.65625,1199999.875,4100000.25,1400000.0,8.166215620386552e-11
Approved,0.992908,HIGH,Approved,LOW,Graduate,Salaried,3,6900000.0,22700000.0,4,650,36200000.0,3.289855,575730.6,1.001271,48,3.0,0.9999999403953552,-1.2926308912142304e-08,6900000.0,22700000.0,4.0,650.0,900000.1875,13400000.0,15500000.0,6400000.0,8.166215620386552e-11
Approved,0.998629,HIGH,Approved,LOW,Graduate,Salaried,5,7700000.0,20300000.0,12,806,63100000.0,2.636364,242600.88,0.378079,144,5.0,0.9999999403953552,-1.2926308912142304e-08,7700000.0,20300000.0,12.0,806.0,21300000.0,13300000.0,18900000.0,9600000.0,8.166215620386552e-11
Approved,0.996706,HIGH,Approved,LOW,Not Graduate,Self-Employed,1,9600000.0,34100000.0,20,828,78300000.0,3.552083,329072.38,0.41134,240,1.0,-1.3684332778041153e-08,1.0,9600000.0,34100000.0,20.0,828.0,26100000.0,19000000.0,20800000.0,12400000.0,8.166215620386552e-11
Rejected,0.044901,HIGH,Rejected,HIGH,Not Graduate,Self-Employed,0,900000.1875,3500000.75,6,331,8400001.0,3.888889,64840.44,0.864539,72,1.353272836013275e-07,-1.3684332778041153e-08,1.0,900000.1875,3500000.75,6.0,331.0,2400000.25,1400000.125,3500000.25,1100000.0,8.166215620386552e-11
Rejected,0.088521,HIGH,Rejected,HIGH,Graduate,Self-Employed,1,5200000.0,11200000.0,2,370,43200000.0,2.153846,516823.16,1.192669,24,1.0,0.9999999403953552,1.0,5200000.0,11200000.0,2.000000238418579,370.0,9900000.0,10200000.0,16700000.0,6400000.0,8.166215620386552e-11
Rejected,0.001212,HIGH,Rejected,HIGH,Not Graduate,Self-Employed,3,6900000.0,19000000.0,14,348,32200000.0,2.753623,210558.52,0.366189,168,3.0,-1.3684332778041153e-08,1.0,6900000.0,19000000.0,14.0,348.0,4200000.0,3700000.0,19400000.0,4900000.0,8.166215620386552e-11
Approved,0.973623,HIGH,Approved,LOW,Not Graduate,Salaried,0,3100000.0,8100000.0,18,768,16000000.0,2.612903,80987.34,0.313499,216,1.353272836013275e-07,-1.3684332778041153e-08,-1.2926308912142304e-08,3100000.0,8100000.0,18.0,768.0,399999.65625,1600000.125,11600000.0,2400000.0,8.166215620386552e-11
Approved,0.998076,HIGH,Approved,LOW,Graduate,Salaried,5,3000000.0,11800000.0,6,847,19800000.0,3.933334,218604.88,0.87442,72,5.0,0.9999999403953552,-1.2926308912142304e-08,3000000.0,11800000.0,6.0,847.0,8200000.0,2200000.25,7100000.0,2300000.0,8.166215620386552e-11
Approved,0.992804,HIGH,Approved,LOW,Not Graduate,Salaried,4,9600000.0,27500000.0,20,679,75000000.0,2.864583,265380.94,0.331726,240,4.0,-1.3684332778041153e-08,-1.2926308912142304e-08,9600000.0,27500000.0,20.0,679.0,23400000.0,7500000.0,37800000.0,6300000.0,8.166215620386552e-11
Rejected,0.011924,HIGH,Rejected,HIGH,Graduate,Self-Employed,4,7700000.0,23400000.0,6,400,38800000.0,3.038961,433504.6,0.675592,72,4.0,0.9999999403953552,1.0,7700000.0,23400000.0,6.0,400.0,3900000.0,3400000.0,20800000.0,10700000.0,8.166215620386552e-11
Approved,0.891846,HIGH,Approved,LOW,Graduate,Salaried,4,7900000.0,25700000.0,18,589,39700000.0,3.253164,256959.84,0.390319,216,4.0,0.9999999403953552,-1.2926308912142304e-08,7900000.0,25700000.0,18.0,589.0,4300000.0,300000.40625,25300000.0,9800000.0,8.166215620386552e-11
Approved,0.978693,HIGH,Approved,LOW,Not Graduate,Self-Employed,0,7500000.0,28900000.0,10,632,67000000.0,3.853333,381915.62,0.611065,120,1.353272836013275e-07,-1.3684332778041153e-08,1.0,7500000.0,28900000.0,10.0,632.0,21700000.0,10700000.0,24700000.0,9900000.0,8.166215620386552e-11
Approved,0.992958,HIGH,Approved,LOW,Graduate,Salaried,4,6400000.0,24900000.0,2,640,40700000.0,3.890625,1149008.6,2.154391,24,4.0,0.9999999403953552,-1.2926308912142304e-08,6400000.0,24900000.0,2.000000238418579,640.0,10000000.0,5700000.0,18700000.0,6300000.0,8.166215620386552e-11
Rejected,0.083027,HIGH,Rejected,HIGH,Not Graduate,Salaried,0,3100000.0,11100000.0,8,504,21300000.0,3.580645,168433.22,0.652,96,1.353272836013275e-07,-1.3684332778041153e-08,-1.2926308912142304e-08,3100000.0,11100000.0,8.0,504.0,3500000.25,4600000.0,11400000.0,1800000.0,8.166215620386552e-11
Approved,0.976301,HIGH,Approved,LOW,Not Graduate,Self-Employed,0,3000000.0,9600000.0,6,644,18100000.0,3.2,177848.05,0.711392,72,1.353272836013275e-07,-1.3684332778041153e-08,1.0,3000000.0,9600000.0,6.0,644.0,3900000.0,699999.875,10500000.0,3000000.0,8.166215620386552e-11
Rejected,0.001446,HIGH,Rejected,HIGH,Graduate,Self-Employed,2,3100000.0,10700000.0,16,357,22600000.0,3.451613,111911.51,0.433206,192,2.0,0.9999999403953552,1.0,3100000.0,10700000.0,16.0,357.0,9200000.0,1900000.125,7700000.0,3800000.0,8.166215620386552e-11
Approved,0.991772,HIGH,Approved,LOW,Not Graduate,Salaried,1,2900000.0,9600000.0,4,658,22200000.0,3.310345,243480.8,1.007507,48,1.0,-1.3684332778041153e-08,-1.2926308912142304e-08,2900000.0,9600000.0,4.0,658.0,8200000.0,4300000.0,7000000.0,2700000.0,8.166215620386552e-11
Approved,0.993859,HIGH,Approved,LOW,Graduate,Salaried,4,1500000.0,4000000.75,18,706,8800001.0,2.666667,39993.76,0.31995,216,4.0,0.9999999403953552,-1.2926308912142304e-08,1500000.0,4000000.75,18.0,706.0,0.16867469251155853,2700000.0,4400000.5,1700000.0,8.166215620386552e-11
Rejected,0.018411,HIGH,Rejected,HIGH,Not Graduate,Salaried,2,1500000.0,4900001.0,16,387,7299999.5,3.266667,51249.2,0.409994,192,2.0,-1.3684332778041153e-08,-1.2926308912142304e-08,1500000.0,4900001.0,16.0,387.0,-99999.828125,2400000.0,3699999.25,1300000.0,1.0
Rejected,0.229152,MEDIUM,Approved,HIGH,Not Graduate,Salaried,5,299999.6875,1099999.75,2,300,1700000.625,3.66667,50759.4,2.030378,24,5.0,-1.3684332778041153e-08,-1.2926308912142304e-08,299999.6875,1099999.75,2.000000238418579,300.0,100000.171875,499999.90625,700000.3125,400000.21875,8.166215620386552e-11
Approved,0.901706,HIGH,Approved,LOW,Graduate,Self-Employed,5,7700000.0,25800000.0,18,578,50500000.0,3.350649,257959.69,0.402015,216,5.0,0.9999999403953552,1.0,7700000.0,25800000.0,18.0,578.0,5000000.0,7700000.0,27200000.0,10600000.0,8.166215620386552e-11
Approved,0.978884,HIGH,Approved,LOW,Graduate,Salaried,4,999999.9375,3799999.75,2,611,6600000.0,3.8,175350.7,2.104208,24,4.0,0.9999999403953552,-1.2926308912142304e-08,999999.9375,3799999.75,2.000000238418579,611.0,1699999.625,1799999.875,2500000.25,600000.1875,8.166215620386552e-11
Rejected,0.004178,HIGH,Rejected,HIGH,Not Graduate,Salaried,0,3000000.0,8400000.0,10,361,17000000.0,2.8,111006.62,0.444026,120,1.353272836013275e-07,-1.3684332778041153e-08,-1.2926308912142304e-08,3000000.0,8400000.0,10.0,361.0,7700000.0,199999.890625,7300000.5,1800000.0,8.166215620386552e-11
Approved,0.991293,HIGH,Approved,LOW,Graduate,Self-Employed,2,6700000.0,15200000.0,10,689,30000000.0,2.268657,200869.12,0.359766,120,2.0,0.9999999403953552,1.0,6700000.0,15200000.0,10.0,689.0,0.16867469251155853,8200000.0,15000000.0,6800000.0,8.166215620386552e-11
Approved,0.994068,HIGH,Approved,LOW,Not Graduate,Self-Employed,5,200000.203125,399999.78125,18,822,1400000.625,1.999997,3999.37,0.239962,216,5.0,-1.3684332778041153e-08,1.0,200000.203125,399999.78125,18.0,822.0,199999.671875,300000.40625,600000.3125,300000.21875,8.166215620386552e-11
Rejected,0.033746,HIGH,Rejected,HIGH,Not Graduate,Self-Employed,1,1600000.0,4099999.75,6,391,12100000.0,2.5625,75955.93,0.56967,72,1.0,-1.3684332778041153e-08,1.0,1600000.0,4099999.75,6.0,391.0,4300000.0,1400000.125,5699999.5,700000.1875,8.166215620386552e-11
Approved,0.992968,HIGH,Approved,LOW,Graduate,Self-Employed,5,2500000.0,9400000.0,16,735,13400000.0,3.76,98314.78,0.471911,192,5.0,0.9999999403953552,1.0,2500000.0,9400000.0,16.0,735.0,0.16867469251155853,2200000.25,9500000.0,1700000.0,8.166215620386552e-11
Approved,0.998398,HIGH,Approved,LOW,Graduate,Salaried,1,7900000.0,29300000.0,2,771,54800000.0,3.708861,1352046.2,2.053741,24,1.0,0.9999999403953552,-1.2926308912142304e-08,7900000.0,29300000.0,2.000000238418579,771.0,17600000.0,12800000.0,20400000.0,4000000.0,8.166215620386552e-11
Approved,0.842449,HIGH,Approved,LOW,Graduate,Salaried,4,9900000.0,22700000.0,12,567,73300000.0,2.29293,271282.75,0.328828,144,4.0,0.9999999403953552,-1.2926308912142304e-08,9900000.0,22700000.0,12.0,567.0,28300000.0,9900000.0,29700000.0,5400000.0,8.166215620386552e-11
Approved,0.984898,HIGH,Approved,LOW,Not Graduate,Salaried,1,7900000.0,25700000.0,20,681,44800000.0,3.253164,248010.58,0.376725,240,1.0,-1.3684332778041153e-08,-1.2926308912142304e-08,7900000.0,25700000.0,20.0,681.0,14900000.0,3000000.0,18100000.0,8800000.0,8.166215620386552e-11
Approved,0.995926,HIGH,Approved,LOW,Not Graduate,Salaried,0,7100000.0,20700000.0,10,784,57400000.0,2.915493,273552.03,0.462341,120,1.353272836013275e-07,-1.3684332778041153e-08,-1.2926308912142304e-08,7100000.0,20700000.0,10.0,784.0,9500000.0,11400000.0,27900000.0,8600000.0,8.166215620386552e-11
Rejected,0.002901,HIGH,Rejected,HIGH,Graduate,Self-Employed,4,8100000.0,19400000.0,6,346,50900000.0,2.395062,359401.25,0.532446,72,4.0,0.9999999403953552,1.0,8100000.0,19400000.0,6.0,346.0,7800000.0,9300000.0,29300000.0,4500000.0,8.166215620386552e-11
Rejected,0.001381,HIGH,Rejected,HIGH,Graduate,Self-Employed,0,2600000.0,9900000.0,20,368,12300000.0,3.807692,95537.14,0.440941,240,1.353272836013275e-07,0.9999999403953552,1.0,2600000.0,9900000.0,20.0,368.0,3600000.0,1499999.875,5199999.5,2000000.25,8.166215620386552e-11
Approved,0.996512,HIGH,Approved,LOW,Graduate,Self-Employed,4,4200000.0,9600000.0,20,863,20800000.0,2.285714,92642.08,0.264692,240,4.0,0.9999999403953552,1.0,4200000.0,9600000.0,20.0,863.0,7400000.0,899999.875,9100000.0,3400000.0,8.166215620386552e-11
Approved,0.486891,MEDIUM,Approved,LOW,Graduate,Self-Employed,2,3500000.0,13300000.0,4,420,18400000.0,3.8,337322.38,1.156534,48,2.0,0.9999999403953552,1.0,3500000.0,13300000.0,4.0,420.0,6400000.0,1700000.125,8000000.5,2300000.0,8.166215620386552e-11
Approved,0.987285,HIGH,Approved,LOW,Graduate,Salaried,2,5700000.0,20400000.0,2,630,31600000.0,3.578947,941356.4,1.981803,24,2.0,0.9999999403953552,-1.2926308912142304e-08,5700000.0,20400000.0,2.000000238418579,630.0,2999999.75,3100000.0,22600000.0,2900000.0,8.166215620386552e-11
Approved,0.991014,HIGH,Approved,LOW,Not Graduate,Self-Employed,3,3000000.0,8300000.0,4,685,23400000.0,2.766667,210509.44,0.842038,48,3.0,-1.3684332778041153e-08,1.0,3000000.0,8300000.0,4.0,685.0,2899999.75,5400000.0,11300000.0,3800000.0,8.166215620386552e-11
Rejected,0.034721,HIGH,Rejected,HIGH,Graduate,Self-Employed,2,1600000.0,4300000.0,20,512,12900000.0,2.6875,41495.93,0.31122,240,2.0,0.9999999403953552,1.0,1600000.0,4300000.0,20.0,512.0,3200000.25,2500000.25,6299999.5,899999.6875,8.166215620386552e-11
Approved,0.950523,HIGH,Approved,LOW,Not Graduate,Salaried,2,1500000.0,3599999.75,4,584,11700000.0,2.4,91305.3,0.730442,48,2.0,-1.3684332778041153e-08,-1.2926308912142304e-08,1500000.0,3599999.75,4.0,584.0,3900000.0,1300000.125,4800000.5,1700000.0,8.166215620386552e-11
Approved,0.994361,HIGH,Approved,LOW,Not Graduate,Self-Employed,4,3800000.0,12500000.0,18,859,19400000.0,3.289474,124980.47,0.394675,216,4.0,-1.3684332778041153e-08,1.0,3800000.0,12500000.0,18.0,859.0,3900000.0,4600000.0,8200000.0,2700000.0,8.166215620386552e-11
Approved,0.997759,HIGH,Approved,LOW,Not Graduate,Salaried,5,6800000.0,19300000.0,6,865,44100000.0,2.838236,357548.62,0.630968,72,5.0,-1.3684332778041153e-08,-1.2926308912142304e-08,6800000.0,19300000.0,6.0,865.0,12100000.0,99999.8984375,22900000.0,9000000.0,8.166215620386552e-11
Rejected,0.001294,HIGH,Rejected,HIGH,Graduate,Self-Employed,0,3000000.0,11000000.0,16,331,21500000.0,3.666667,115049.21,0.460197,192,1.353272836013275e-07,0.9999999403953552,1.0,3000000.0,11000000.0,16.0,331.0,8000000.0,4500000.0,6600000.5,2400000.0,8.166215620386552e-11
Rejected,0.004598,HIGH,Rejected,HIGH,Not Graduate,Salaried,3,9800000.0,25600000.0,10,404,79600000.0,2.612245,338305.88,0.414252,120,3.0,-1.3684332778041153e-08,-1.2926308912142304e-08,9800000.0,25600000.0,10.0,404.0,24400000.0,6700000.0,37000000.0,11500000.0,8.166215620386552e-11
Rejected,0.116336,HIGH,Rejected,HIGH,Not Graduate,Self-Employed,0,1300000.25,4700000.0,16,530,8800001.0,3.615384,49157.39,0.45376,192,1.353272836013275e-07,-1.3684332778041153e-08,1.0,1300000.25,4700000.0,16.0,530.0,3200000.25,1000000.125,3800000.25,800000.1875,8.166215620386552e-11
Rejected,0.374867,MEDIUM,Rejected,HIGH,Not Graduate,Salaried,5,5300000.0,19400000.0,6,510,39000000.0,3.660377,359401.25,0.813739,72,5.0,-1.3684332778041153e-08,-1.2926308912142304e-08,5300000.0,19400000.0,6.0,510.0,14700000.0,7000000.0,13600000.0,3700000.0,8.166215620386552e-11
Approved,0.997497,HIGH,Approved,LOW,Graduate,Salaried,5,1100000.0,3899999.75,20,858,9300000.0,3.545454,37635.84,0.410573,240,5.0,0.9999999403953552,-1.2926308912142304e-08,1100000.0,3899999.75,20.0,858.0,3200000.25,1199999.875,3800000.25,1100000.0,8.166215620386552e-11
Rejected,0.012664,HIGH,Rejected,HIGH,Graduate,Salaried,2,6500000.0,23900000.0,18,457,39000000.0,3.676923,238962.64,0.441162,216,2.0,0.9999999403953552,-1.2926308912142304e-08,6500000.0,23900000.0,18.0,457.0,1200000.125,12400000.0,18100000.0,7300000.0,8.166215620386552e-11
Approved,0.848921,HIGH,Approved,LOW,Not Graduate,Self-Employed,2,5100000.0,19700000.0,20,590,39500000.0,3.862745,190109.27,0.447316,240,2.0,-1.3684332778041153e-08,1.0,5100000.0,19700000.0,20.0,590.0,7400000.0,9300000.0,19400000.0,3400000.0,8.166215620386552e-11
Approved,0.984116,HIGH,Approved,LOW,Graduate,Self-Employed,1,8800000.0,28600000.0,8,631,56900000.0,3.25,433981.1,0.591792,96,1.0,0.9999999403953552,1.0,8800000.0,28600000.0,8.0,631.0,11000000.0,13200000.0,25000000.0,7700000.0,8.166215620386552e-11
Approved,0.889131,HIGH,Approved,LOW,Not Graduate,Salaried,5,900000.1875,2299999.75,16,590,5699999.5,2.555555,24055.74,0.320743,192,5.0,-1.3684332778041153e-08,-1.2926308912142304e-08,900000.1875,2299999.75,16.0,590.0,1200000.125,1499999.875,2100000.25,899999.6875,8.166215620386552e-11
Approved,0.98861,HIGH,Approved,LOW,Graduate,Salaried,4,8900000.0,34900000.0,14,694,47900000.0,3.921348,386762.75,0.521478,168,4.0,0.9999999403953552,-1.2926308912142304e-08,8900000.0,34900000.0,14.0,694.0,15400000.0,2800000.25,20600000.0,9100000.0,8.166215620386552e-11
Approved,0.774563,MEDIUM,Approved,LOW,Graduate,Self-Employed,0,9500000.0,32000000.0,2,500,48100000.0,3.368421,1476637.5,1.865226,24,1.353272836013275e-07,0.9999999403953552,1.0,9500000.0,32000000.0,2.000000238418579,500.0,8300000.0,9700000.0,24500000.0,5600000.0,8.166215620386552e-11
Approved,0.989325,HIGH,Approved,LOW,Not Graduate,Self-Employed,0,3500000.0,10800000.0,14,838,27100000.0,3.085714,119685.89,0.410352,168,1.353272836013275e-07,-1.3684332778041153e-08,1.0,3500000.0,10800000.0,14.0,838.0,4700000.0,6800000.0,13900000.0,1700000.0,8.166215620386552e-11
Approved,0.96944,HIGH,Approved,LOW,Not Graduate,Self-Employed,3,1500000.0,4099999.75,14,611,9500000.0,2.733333,45436.31,0.36349,168,3.0,-1.3684332778041153e-08,1.0,1500000.0,4099999.75,14.0,611.0,599999.6875,1999999.875,4800000.5,2100000.0,8.166215620386552e-11
Rejected,0.342549,MEDIUM,Rejected,HIGH,Graduate,Salaried,5,9100000.0,27800000.0,16,547,70200000.0,3.054945,290760.75,0.383421,192,5.0,0.9999999403953552,-1.2926308912142304e-08,9100000.0,27800000.0,16.0,547.0,21900000.0,7000000.0,31900000.0,9400000.0,8.166215620386552e-11
Rejected,0.399752,MEDIUM,Approved,HIGH,Not Graduate,Self-Employed,0,9800000.0,23200000.0,10,573,65400000.0,2.367347,306589.72,0.375416,120,1.353272836013275e-07,-1.3684332778041153e-08,1.0,9800000.0,23200000.0,10.0,573.0,23900000.0,3300000.0,23600000.0,14600001.0,8.166215620386552e-11
Rejected,0.13027,HIGH,Rejected,HIGH,Not Graduate,Self-Employed,3,500000.1875,899999.8125,12,538,2500000.75,1.799999,10755.7,0.258137,144,3.0,-1.3684332778041153e-08,1.0,500000.1875,899999.8125,12.0,538.0,0.16867469251155853,699999.875,1500000.375,300000.21875,8.166215620386552e-11
Rejected,0.169401,HIGH,Rejected,HIGH,Not Graduate,Self-Employed,2,1200000.0,3500000.75,16,540,9200000.0,2.916667,36606.58,0.366066,192,2.0,-1.3684332778041153e-08,1.0,1200000.0,3500000.75,16.0,540.0,3100000.25,1799999.875,3500000.25,800000.1875,8.166215620386552e-11
Approved,0.991699,HIGH,Approved,LOW,Not Graduate,Salaried,4,800000.1875,3099999.75,18,712,4100000.0,3.874999,30995.15,0.464927,216,4.0,-1.3684332778041153e-08,-1.2926308912142304e-08,800000.1875,3099999.75,18.0,712.0,399999.65625,699999.875,1900000.375,1100000.0,8.166215620386552e-11
Rejected,0.04987,HIGH,Rejected,HIGH,Graduate,Salaried,1,4700000.0,14000000.0,6,468,28300000.0,2.978723,259361.72,0.6622,72,1.0,0.9999999403953552,-1.2926308912142304e-08,4700000.0,14000000.0,6.0,468.0,11300000.0,1799999.875,10600000.0,4600000.0,8.166215620386552e-11
Approved,0.9932,HIGH,Approved,LOW,Graduate,Self-Employed,3,5800000.0,16700000.0,16,735,31500000.0,2.87931,174665.62,0.361377,192,3.0,0.9999999403953552,1.0,5800000.0,16700000.0,16.0,735.0,3900000.0,9400000.0,12600000.0,5600000.0,8.166215620386552e-11
Rejected,0.008312,HIGH,Rejected,HIGH,Not Graduate,Salaried,5,5900000.0,13400000.0,6,455,42900000.0,2.271186,248246.22,0.504908,72,5.0,-1.3684332778041153e-08,-1.2926308912142304e-08,5900000.0,13400000.0,6.0,455.0,3200000.25,11200000.0,21600000.0,6900000.0,8.166215620386552e-11
Approved,0.988606,HIGH,Approved,LOW,Not Graduate,Self-Employed,1,4200000.0,11300000.0,4,704,26400000.0,2.690476,286597.2,0.818849,48,1.0,-1.3684332778041153e-08,1.0,4200000.0,11300000.0,4.0,704.0,4700000.0,2800000.25,14900000.0,4000000.0,8.166215620386552e-11
